seasondoubleyear,Team_Name,Team_ID,season,SeasonStartYear,SeasonEndYear,coach,school,coachtenure,totalgames,totalwins,totallosses,seasonwinpercentage,ncaavisits,ncaavisit,regseasonchamp,ncaachamp
2001-2002,Syracuse,1393,2001-02,2001,2002,"Jim Boeheim",Syracuse,25,36,23,13,0.6389,21,0,0,0
2002-2003,Syracuse,1393,2002-03,2002,2003,"Jim Boeheim",Syracuse,26,35,30,5,0.8571,21,1,1,0
2003-2004,Syracuse,1393,2003-04,2003,2004,"Jim Boeheim",Syracuse,27,31,23,8,0.7419,22,1,0,0
2004-2005,Syracuse,1393,2004-05,2004,2005,"Jim Boeheim",Syracuse,28,34,27,7,0.7941,23,1,0,1
2005-2006,Syracuse,1393,2005-06,2005,2006,"Jim Boeheim",Syracuse,29,35,23,12,0.6571,24,1,0,1
2006-2007,Syracuse,1393,2006-07,2006,2007,"Jim Boeheim",Syracuse,30,35,24,11,0.6857,25,0,0,0
2007-2008,Syracuse,1393,2007-08,2007,2008,"Jim Boeheim",Syracuse,31,35,21,14,0.6000,25,0,0,0
2008-2009,Syracuse,1393,2008-09,2008,2009,"Jim Boeheim",Syracuse,32,38,28,10,0.7368,25,1,0,0
2009-2010,Syracuse,1393,2009-10,2009,2010,"Jim Boeheim",Syracuse,33,35,30,5,0.8571,26,1,1,0
2010-2011,Syracuse,1393,2010-11,2010,2011,"Jim Boeheim",Syracuse,34,35,27,8,0.7714,27,1,0,0
2011-2012,Syracuse,1393,2011-12,2011,2012,"Jim Boeheim",Syracuse,35,37,34,3,0.9189,28,1,1,0
2012-2013,Syracuse,1393,2012-13,2012,2013,"Jim Boeheim",Syracuse,36,40,30,10,0.7500,29,1,0,0
2013-2014,Syracuse,1393,2013-14,2013,2014,"Jim Boeheim",Syracuse,37,34,28,6,0.8235,30,1,0,0
2014-2015,Syracuse,1393,2014-15,2014,2015,"Jim Boeheim",Syracuse,38,31,18,13,0.5806,31,0,0,0
2015-2016,Syracuse,1393,2015-16,2015,2016,"Jim Boeheim",Syracuse,39,28,18,10,0.6429,31,0,0,0
1982-1983,Temple,1396,1982-83,1982,1983,"John Chaney",Temple,0,29,14,15,0.4828,0,0,0,0
1983-1984,Temple,1396,1983-84,1983,1984,"John Chaney",Temple,1,31,26,5,0.8387,0,1,1,0
1984-1985,Temple,1396,1984-85,1984,1985,"John Chaney",Temple,2,31,25,6,0.8065,1,1,0,1
1985-1986,Temple,1396,1985-86,1985,1986,"John Chaney",Temple,3,31,25,6,0.8065,2,1,0,0
1986-1987,Temple,1396,1986-87,1986,1987,"John Chaney",Temple,4,36,32,4,0.8889,3,1,1,1
1987-1988,Temple,1396,1987-88,1987,1988,"John Chaney",Temple,5,34,32,2,0.9412,4,1,1,1
1988-1989,Temple,1396,1988-89,1988,1989,"John Chaney",Temple,6,30,18,12,0.6000,5,0,0,0
1989-1990,Temple,1396,1989-90,1989,1990,"John Chaney",Temple,7,31,20,11,0.6452,5,1,1,1
1990-1991,Temple,1396,1990-91,1990,1991,"John Chaney",Temple,8,34,24,10,0.7059,6,1,0,0
1991-1992,Temple,1396,1991-92,1991,1992,"John Chaney",Temple,9,30,17,13,0.5667,7,1,0,0
1992-1993,Temple,1396,1992-93,1992,1993,"John Chaney",Temple,10,33,20,13,0.6061,8,1,0,0
1993-1994,Temple,1396,1993-94,1993,1994,"John Chaney",Temple,11,31,23,8,0.7419,9,1,0,0
1994-1995,Temple,1396,1994-95,1994,1995,"John Chaney",Temple,12,30,19,11,0.6333,10,1,0,0
1995-1996,Temple,1396,1995-96,1995,1996,"John Chaney",Temple,13,33,20,13,0.6061,11,1,0,0
1996-1997,Temple,1396,1996-97,1996,1997,"John Chaney",Temple,14,31,20,11,0.6452,12,1,0,0
1997-1998,Temple,1396,1997-98,1997,1998,"John Chaney",Temple,15,30,21,9,0.7000,13,1,1,0
1998-1999,Temple,1396,1998-99,1998,1999,"John Chaney",Temple,16,35,24,11,0.6857,14,1,1,0
1999-1900,Temple,1396,1999-00,1999,1900,"John Chaney",Temple,17,33,27,6,0.8182,15,1,1,1
2000-2001,Temple,1396,2000-01,2000,2001,"John Chaney",Temple,18,37,24,13,0.6486,16,1,0,1
2001-2002,Temple,1396,2001-02,2001,2002,"John Chaney",Temple,19,34,19,15,0.5588,17,0,1,0
2002-2003,Temple,1396,2002-03,2002,2003,"John Chaney",Temple,20,34,18,16,0.5294,17,0,0,0
2003-2004,Temple,1396,2003-04,2003,2004,"John Chaney",Temple,21,29,15,14,0.5172,17,0,0,0
2004-2005,Temple,1396,2004-05,2004,2005,"John Chaney",Temple,22,30,16,14,0.5333,17,0,0,0
2005-2006,Temple,1396,2005-06,2005,2006,"John Chaney",Temple,23,32,17,15,0.5313,17,0,0,0
1997-1998,Tennessee,1397,1997-98,1997,1998,"Jerry Green",Tennessee,11,29,20,9,0.6897,1,1,0,0
1998-1999,Tennessee,1397,1998-99,1998,1999,"Jerry Green",Tennessee,12,30,21,9,0.7000,2,1,1,0
1999-1900,Tennessee,1397,1999-00,1999,1900,"Jerry Green",Tennessee,13,33,26,7,0.7879,3,1,1,0
2000-2001,Tennessee,1397,2000-01,2000,2001,"Jerry Green",Tennessee,14,33,22,11,0.6667,4,1,0,0
2009-2010,"Tennessee St",1398,2009-10,2009,2010,"John Cooper","Tennessee State",0,32,9,23,0.2813,0,0,0,0
2010-2011,"Tennessee St",1398,2010-11,2010,2011,"John Cooper","Tennessee State",1,30,14,16,0.4667,0,0,0,0
2011-2012,"Tennessee St",1398,2011-12,2011,2012,"John Cooper","Tennessee State",2,33,20,13,0.6061,0,0,0,0
1998-1999,"Tennessee Tech",1399,1998-99,1998,1999,"Jeff Lebo","Tennessee Tech",0,27,12,15,0.4444,0,0,0,0
1999-1900,"Tennessee Tech",1399,1999-00,1999,1900,"Jeff Lebo","Tennessee Tech",1,28,16,12,0.5714,0,0,0,0
2000-2001,"Tennessee Tech",1399,2000-01,2000,2001,"Jeff Lebo","Tennessee Tech",2,29,20,9,0.6897,0,0,1,0
2001-2002,"Tennessee Tech",1399,2001-02,2001,2002,"Jeff Lebo","Tennessee Tech",3,34,27,7,0.7941,0,0,1,0
2008-2009,TCU,1395,2008-09,2008,2009,"Jim Christian","Texas Christian",6,31,14,17,0.4516,2,0,0,0
2009-2010,TCU,1395,2009-10,2009,2010,"Jim Christian","Texas Christian",7,32,13,19,0.4063,2,0,0,0
2010-2011,TCU,1395,2010-11,2010,2011,"Jim Christian","Texas Christian",8,33,11,22,0.3333,2,0,0,0
2011-2012,TCU,1395,2011-12,2011,2012,"Jim Christian","Texas Christian",9,33,18,15,0.5455,2,0,0,0
1979-1980,TCU,1395,1979-80,1979,1980,"Jim Killingsworth","Texas Christian",8,26,7,19,0.2692,2,0,0,0
1980-1981,TCU,1395,1980-81,1980,1981,"Jim Killingsworth","Texas Christian",9,29,11,18,0.3793,2,0,0,0
1981-1982,TCU,1395,1981-82,1981,1982,"Jim Killingsworth","Texas Christian",10,29,16,13,0.5517,2,0,0,0
1982-1983,TCU,1395,1982-83,1982,1983,"Jim Killingsworth","Texas Christian",11,34,23,11,0.6765,2,0,0,0
1983-1984,TCU,1395,1983-84,1983,1984,"Jim Killingsworth","Texas Christian",12,28,11,17,0.3929,2,0,0,0
1984-1985,TCU,1395,1984-85,1984,1985,"Jim Killingsworth","Texas Christian",13,28,16,12,0.5714,2,0,0,0
1985-1986,TCU,1395,1985-86,1985,1986,"Jim Killingsworth","Texas Christian",14,31,22,9,0.7097,2,0,1,0
1986-1987,TCU,1395,1986-87,1986,1987,"Jim Killingsworth","Texas Christian",15,31,24,7,0.7742,2,1,1,0
2009-2010,"TN Martin",1404,2009-10,2009,2010,"Jason James",Tennessee-Martin,0,29,4,25,0.1379,0,0,0,0
2010-2011,"TN Martin",1404,2010-11,2010,2011,"Jason James",Tennessee-Martin,1,33,12,21,0.3636,0,0,0,0
2011-2012,"TN Martin",1404,2011-12,2011,2012,"Jason James",Tennessee-Martin,2,31,4,27,0.1290,0,0,0,0
2012-2013,"TN Martin",1404,2012-13,2012,2013,"Jason James",Tennessee-Martin,3,30,9,21,0.3000,0,0,0,0
2013-2014,"TN Martin",1404,2013-14,2013,2014,"Jason James",Tennessee-Martin,4,31,8,23,0.2581,0,0,0,0
1990-1991,"Texas St",1402,1990-91,1990,1991,"Jim Rosebrock","Texas State",0,8,3,5,0.3750,0,0,0,0
1991-1992,"Texas St",1402,1991-92,1991,1992,"Jim Wooldridge","Texas State",0,27,7,20,0.2593,0,0,0,0
1992-1993,"Texas St",1402,1992-93,1992,1993,"Jim Wooldridge","Texas State",1,27,14,13,0.5185,0,0,0,0
1993-1994,"Texas St",1402,1993-94,1993,1994,"Jim Wooldridge","Texas State",2,32,25,7,0.7813,0,1,0,1
1991-1992,"Texas Tech",1403,1991-92,1991,1992,"James Dickey","Texas Tech",0,29,15,14,0.5172,0,0,0,0
1992-1993,"Texas Tech",1403,1992-93,1992,1993,"James Dickey","Texas Tech",1,30,18,12,0.6000,0,1,0,1
1993-1994,"Texas Tech",1403,1993-94,1993,1994,"James Dickey","Texas Tech",2,28,17,11,0.6071,1,0,0,0
1994-1995,"Texas Tech",1403,1994-95,1994,1995,"James Dickey","Texas Tech",3,30,20,10,0.6667,1,0,1,0
1995-1996,"Texas Tech",1403,1995-96,1995,1996,"James Dickey","Texas Tech",4,32,30,2,0.9375,1,1,1,1
1996-1997,"Texas Tech",1403,1996-97,1996,1997,"James Dickey","Texas Tech",5,28,19,9,0.6786,2,0,0,0
1997-1998,"Texas Tech",1403,1997-98,1997,1998,"James Dickey","Texas Tech",6,27,13,14,0.4815,2,0,0,0
1998-1999,"Texas Tech",1403,1998-99,1998,1999,"James Dickey","Texas Tech",7,30,13,17,0.4333,2,0,0,0
1999-1900,"Texas Tech",1403,1999-00,1999,1900,"James Dickey","Texas Tech",8,28,12,16,0.4286,2,0,0,0
2000-2001,"Texas Tech",1403,2000-01,2000,2001,"James Dickey","Texas Tech",9,28,9,19,0.3214,2,0,0,0
1987-1988,Toledo,1405,1987-88,1987,1988,"Jay Eck",Toledo,0,27,15,12,0.5556,0,0,0,0
1988-1989,Toledo,1405,1988-89,1988,1989,"Jay Eck",Toledo,1,31,16,15,0.5161,0,0,0,0
1989-1990,Toledo,1405,1989-90,1989,1990,"Jay Eck",Toledo,2,28,12,16,0.4286,0,0,0,0
1990-1991,Toledo,1405,1990-91,1990,1991,"Jay Eck",Toledo,3,33,17,16,0.5152,0,0,0,0
2012-2013,UAB,1412,2012-13,2012,2013,"Jerod Haase",Alabama-Birmingham,0,33,16,17,0.4848,0,0,0,0
2013-2014,UAB,1412,2013-14,2013,2014,"Jerod Haase",Alabama-Birmingham,1,31,18,13,0.5806,0,0,0,0
2014-2015,UAB,1412,2014-15,2014,2015,"Jerod Haase",Alabama-Birmingham,2,36,20,16,0.5556,0,1,0,1
2015-2016,UAB,1412,2015-16,2015,2016,"Jerod Haase",Alabama-Birmingham,3,26,21,5,0.8077,1,0,0,0
1975-1976,Tulsa,1409,1975-76,1975,1976,"Jim King",Tulsa,0,27,9,18,0.3333,0,0,0,0
1976-1977,Tulsa,1409,1976-77,1976,1977,"Jim King",Tulsa,1,27,6,21,0.2222,0,0,0,0
1977-1978,Tulsa,1409,1977-78,1977,1978,"Jim King",Tulsa,2,27,9,18,0.3333,0,0,0,0
1978-1979,Tulsa,1409,1978-79,1978,1979,"Jim King",Tulsa,3,27,13,14,0.4815,0,0,0,0
1979-1980,Tulsa,1409,1979-80,1979,1980,"Jim King",Tulsa,4,18,6,12,0.3333,0,0,0,0
2001-2002,Tulsa,1409,2001-02,2001,2002,"John Phillips",Tulsa,0,34,27,7,0.7941,0,1,1,0
2002-2003,Tulsa,1409,2002-03,2002,2003,"John Phillips",Tulsa,1,33,23,10,0.6970,1,1,0,1
2003-2004,Tulsa,1409,2003-04,2003,2004,"John Phillips",Tulsa,2,29,9,20,0.3103,2,0,0,0
2004-2005,Tulsa,1409,2004-05,2004,2005,"John Phillips",Tulsa,3,7,2,5,0.2857,2,0,0,0
2011-2012,"UC Davis",1413,2011-12,2011,2012,"Jim Les",UC-Davis,9,31,5,26,0.1613,1,0,0,0
2012-2013,"UC Davis",1413,2012-13,2012,2013,"Jim Les",UC-Davis,10,31,14,17,0.4516,1,0,0,0
2013-2014,"UC Davis",1413,2013-14,2013,2014,"Jim Les",UC-Davis,11,31,9,22,0.2903,1,0,0,0
2014-2015,"UC Davis",1413,2014-15,2014,2015,"Jim Les",UC-Davis,12,32,25,7,0.7813,1,0,1,0
2015-2016,"UC Davis",1413,2015-16,2015,2016,"Jim Les",UC-Davis,13,26,10,16,0.3846,1,0,0,0
2007-2008,"UC Riverside",1415,2007-08,2007,2008,"Jim Wooldridge",UC-Riverside,16,30,9,21,0.3000,1,0,0,0
2008-2009,"UC Riverside",1415,2008-09,2008,2009,"Jim Wooldridge",UC-Riverside,17,30,17,13,0.5667,1,0,0,0
2009-2010,"UC Riverside",1415,2009-10,2009,2010,"Jim Wooldridge",UC-Riverside,18,29,12,17,0.4138,1,0,0,0
2010-2011,"UC Riverside",1415,2010-11,2010,2011,"Jim Wooldridge",UC-Riverside,19,31,12,19,0.3871,1,0,0,0
2011-2012,"UC Riverside",1415,2011-12,2011,2012,"Jim Wooldridge",UC-Riverside,20,31,14,17,0.4516,1,0,0,0
2012-2013,"UC Riverside",1415,2012-13,2012,2013,"Jim Wooldridge",UC-Riverside,21,31,6,25,0.1935,1,0,0,0
2001-2002,"UC Riverside",1415,2001-02,2001,2002,"John Masi",UC-Riverside,0,26,8,18,0.3077,0,0,0,0
2002-2003,"UC Riverside",1415,2002-03,2002,2003,"John Masi",UC-Riverside,1,24,6,18,0.2500,0,0,0,0
2003-2004,"UC Riverside",1415,2003-04,2003,2004,"John Masi",UC-Riverside,2,28,11,17,0.3929,0,0,0,0
2004-2005,"UC Riverside",1415,2004-05,2004,2005,"John Masi",UC-Riverside,3,28,9,19,0.3214,0,0,0,0
1988-1989,UCLA,1417,1988-89,1988,1989,"Jim Harrick",UCLA,9,31,21,10,0.6774,4,1,0,0
1989-1990,UCLA,1417,1989-90,1989,1990,"Jim Harrick",UCLA,10,33,22,11,0.6667,5,1,0,0
1990-1991,UCLA,1417,1990-91,1990,1991,"Jim Harrick",UCLA,11,32,23,9,0.7188,6,1,0,0
1991-1992,UCLA,1417,1991-92,1991,1992,"Jim Harrick",UCLA,12,33,28,5,0.8485,7,1,1,0
1992-1993,UCLA,1417,1992-93,1992,1993,"Jim Harrick",UCLA,13,33,22,11,0.6667,8,1,0,0
1993-1994,UCLA,1417,1993-94,1993,1994,"Jim Harrick",UCLA,14,28,21,7,0.7500,9,1,0,0
1994-1995,UCLA,1417,1994-95,1994,1995,"Jim Harrick",UCLA,15,33,31,2,0.9394,10,1,1,0
1995-1996,UCLA,1417,1995-96,1995,1996,"Jim Harrick",UCLA,16,31,23,8,0.7419,11,1,1,0
2004-2005,USC,1425,2004-05,2004,2005,"Jim Saia","Southern California",0,25,10,15,0.4000,0,0,0,0
1974-1975,Utah,1428,1974-75,1974,1975,"Jerry Pimm",Utah,0,26,17,9,0.6538,0,0,0,0
1975-1976,Utah,1428,1975-76,1975,1976,"Jerry Pimm",Utah,1,27,19,8,0.7037,0,0,0,0
1976-1977,Utah,1428,1976-77,1976,1977,"Jerry Pimm",Utah,2,29,22,7,0.7586,0,1,1,0
1977-1978,Utah,1428,1977-78,1977,1978,"Jerry Pimm",Utah,3,29,23,6,0.7931,1,1,0,0
1978-1979,Utah,1428,1978-79,1978,1979,"Jerry Pimm",Utah,4,30,20,10,0.6667,2,1,0,0
1979-1980,Utah,1428,1979-80,1979,1980,"Jerry Pimm",Utah,5,28,18,10,0.6429,3,0,0,0
1980-1981,Utah,1428,1980-81,1980,1981,"Jerry Pimm",Utah,6,30,25,5,0.8333,3,1,1,0
1981-1982,Utah,1428,1981-82,1981,1982,"Jerry Pimm",Utah,7,28,11,17,0.3929,4,0,0,0
1982-1983,Utah,1428,1982-83,1982,1983,"Jerry Pimm",Utah,8,32,18,14,0.5625,4,1,1,0
2007-2008,Utah,1428,2007-08,2007,2008,"Jim Boylen",Utah,0,33,18,15,0.5455,0,0,0,0
2008-2009,Utah,1428,2008-09,2008,2009,"Jim Boylen",Utah,1,34,24,10,0.7059,0,1,1,1
2009-2010,Utah,1428,2009-10,2009,2010,"Jim Boylen",Utah,2,31,14,17,0.4516,1,0,0,0
2010-2011,Utah,1428,2010-11,2010,2011,"Jim Boylen",Utah,3,31,13,18,0.4194,1,0,0,0
1989-1990,Utah,1428,1989-90,1989,1990,"Joe Cravens",Utah,0,24,12,12,0.5000,0,0,0,0
1993-1994,Vanderbilt,1435,1993-94,1993,1994,"Jan Van Breda Kolff",Vanderbilt,2,32,20,12,0.6250,0,0,0,0
1994-1995,Vanderbilt,1435,1994-95,1994,1995,"Jan Van Breda Kolff",Vanderbilt,3,28,13,15,0.4643,0,0,0,0
1995-1996,Vanderbilt,1435,1995-96,1995,1996,"Jan Van Breda Kolff",Vanderbilt,4,32,18,14,0.5625,0,0,0,0
1996-1997,Vanderbilt,1435,1996-97,1996,1997,"Jan Van Breda Kolff",Vanderbilt,5,31,19,12,0.6129,0,1,0,0
1997-1998,Vanderbilt,1435,1997-98,1997,1998,"Jan Van Breda Kolff",Vanderbilt,6,33,20,13,0.6061,1,0,0,0
1998-1999,Vanderbilt,1435,1998-99,1998,1999,"Jan Van Breda Kolff",Vanderbilt,7,29,14,15,0.4828,1,0,0,0
2011-2012,Vermont,1436,2011-12,2011,2012,"John Becker",Vermont,0,36,24,12,0.6667,0,1,0,1
2012-2013,Vermont,1436,2012-13,2012,2013,"John Becker",Vermont,1,33,21,12,0.6364,1,0,0,0
2013-2014,Vermont,1436,2013-14,2013,2014,"John Becker",Vermont,2,33,22,11,0.6667,1,0,1,0
2014-2015,Vermont,1436,2014-15,2014,2015,"John Becker",Vermont,3,34,20,14,0.5882,1,0,0,0
2015-2016,Vermont,1436,2015-16,2015,2016,"John Becker",Vermont,4,29,17,12,0.5862,1,0,0,0
2001-2002,Villanova,1437,2001-02,2001,2002,"Jay Wright",Villanova,7,32,19,13,0.5938,2,0,0,0
2002-2003,Villanova,1437,2002-03,2002,2003,"Jay Wright",Villanova,8,31,15,16,0.4839,2,0,0,0
2003-2004,Villanova,1437,2003-04,2003,2004,"Jay Wright",Villanova,9,35,18,17,0.5143,2,0,0,0
2004-2005,Villanova,1437,2004-05,2004,2005,"Jay Wright",Villanova,10,32,24,8,0.7500,2,1,0,0
2005-2006,Villanova,1437,2005-06,2005,2006,"Jay Wright",Villanova,11,33,28,5,0.8485,3,1,1,0
2006-2007,Villanova,1437,2006-07,2006,2007,"Jay Wright",Villanova,12,33,22,11,0.6667,4,1,0,0
2007-2008,Villanova,1437,2007-08,2007,2008,"Jay Wright",Villanova,13,35,22,13,0.6286,5,1,0,0
2008-2009,Villanova,1437,2008-09,2008,2009,"Jay Wright",Villanova,14,38,30,8,0.7895,6,1,0,0
2009-2010,Villanova,1437,2009-10,2009,2010,"Jay Wright",Villanova,15,33,25,8,0.7576,7,1,0,0
2010-2011,Villanova,1437,2010-11,2010,2011,"Jay Wright",Villanova,16,33,21,12,0.6364,8,1,0,0
2011-2012,Villanova,1437,2011-12,2011,2012,"Jay Wright",Villanova,17,32,13,19,0.4063,9,0,0,0
2012-2013,Villanova,1437,2012-13,2012,2013,"Jay Wright",Villanova,18,34,20,14,0.5882,9,1,0,0
2013-2014,Villanova,1437,2013-14,2013,2014,"Jay Wright",Villanova,19,34,29,5,0.8529,10,1,1,0
2014-2015,Villanova,1437,2014-15,2014,2015,"Jay Wright",Villanova,20,36,33,3,0.9167,11,1,1,1
2015-2016,Villanova,1437,2015-16,2015,2016,"Jay Wright",Villanova,21,27,24,3,0.8889,12,0,0,0
1990-1991,Virginia,1438,1990-91,1990,1991,"Jeff Jones",Virginia,2,33,21,12,0.6364,0,1,0,0
1991-1992,Virginia,1438,1991-92,1991,1992,"Jeff Jones",Virginia,3,33,20,13,0.6061,1,0,0,0
1992-1993,Virginia,1438,1992-93,1992,1993,"Jeff Jones",Virginia,4,31,21,10,0.6774,1,1,0,0
1993-1994,Virginia,1438,1993-94,1993,1994,"Jeff Jones",Virginia,5,31,18,13,0.5806,2,1,0,0
1994-1995,Virginia,1438,1994-95,1994,1995,"Jeff Jones",Virginia,6,34,25,9,0.7353,3,1,1,0
1995-1996,Virginia,1438,1995-96,1995,1996,"Jeff Jones",Virginia,7,27,12,15,0.4444,4,0,0,0
1996-1997,Virginia,1438,1996-97,1996,1997,"Jeff Jones",Virginia,8,31,18,13,0.5806,4,1,0,0
1997-1998,Virginia,1438,1997-98,1997,1998,"Jeff Jones",Virginia,9,30,11,19,0.3667,5,0,0,0
2002-2003,"VA Commonwealth",1433,2002-03,2002,2003,"Jeff Capel","Virginia Commonwealth",9,28,18,10,0.6429,3,0,0,0
2003-2004,"VA Commonwealth",1433,2003-04,2003,2004,"Jeff Capel","Virginia Commonwealth",10,31,23,8,0.7419,3,1,1,1
2004-2005,"VA Commonwealth",1433,2004-05,2004,2005,"Jeff Capel","Virginia Commonwealth",11,32,19,13,0.5938,4,0,0,0
2005-2006,"VA Commonwealth",1433,2005-06,2005,2006,"Jeff Capel","Virginia Commonwealth",12,29,19,10,0.6552,4,0,0,0
2012-2013,"Virginia Tech",1439,2012-13,2012,2013,"James Johnson","Virginia Tech",0,32,13,19,0.4063,0,0,0,0
2013-2014,"Virginia Tech",1439,2013-14,2013,2014,"James Johnson","Virginia Tech",1,31,9,22,0.2903,0,0,0,0
1986-1987,VMI,1440,1986-87,1986,1987,"Joey Cantafio","Virginia Military Institute",0,28,11,17,0.3929,0,0,0,0
1987-1988,VMI,1440,1987-88,1987,1988,"Joey Cantafio","Virginia Military Institute",1,30,13,17,0.4333,0,0,0,0
1988-1989,VMI,1440,1988-89,1988,1989,"Joey Cantafio","Virginia Military Institute",2,28,11,17,0.3929,0,0,0,0
1989-1990,VMI,1440,1989-90,1989,1990,"Joey Cantafio","Virginia Military Institute",3,29,14,15,0.4828,0,0,0,0
1990-1991,VMI,1440,1990-91,1990,1991,"Joey Cantafio","Virginia Military Institute",4,28,10,18,0.3571,0,0,0,0
1991-1992,VMI,1440,1991-92,1991,1992,"Joey Cantafio","Virginia Military Institute",5,28,10,18,0.3571,0,0,0,0
1992-1993,VMI,1440,1992-93,1992,1993,"Joey Cantafio","Virginia Military Institute",6,27,5,22,0.1852,0,0,0,0
1993-1994,VMI,1440,1993-94,1993,1994,"Joey Cantafio","Virginia Military Institute",7,28,5,23,0.1786,0,0,0,0
1992-1993,"W Illinois",1442,1992-93,1992,1993,"Jim Kerwin","Western Illinois",0,27,7,20,0.2593,0,0,0,0
1993-1994,"W Illinois",1442,1993-94,1993,1994,"Jim Kerwin","Western Illinois",1,27,7,20,0.2593,0,0,0,0
1994-1995,"W Illinois",1442,1994-95,1994,1995,"Jim Kerwin","Western Illinois",2,28,20,8,0.7143,0,0,0,0
1995-1996,"W Illinois",1442,1995-96,1995,1996,"Jim Kerwin","Western Illinois",3,29,17,12,0.5862,0,0,0,0
1996-1997,"W Illinois",1442,1996-97,1996,1997,"Jim Kerwin","Western Illinois",4,29,19,10,0.6552,0,0,0,0
1997-1998,"W Illinois",1442,1997-98,1997,1998,"Jim Kerwin","Western Illinois",5,27,16,11,0.5926,0,0,0,0
1998-1999,"W Illinois",1442,1998-99,1998,1999,"Jim Kerwin","Western Illinois",6,28,16,12,0.5714,0,0,0,0
1999-1900,"W Illinois",1442,1999-00,1999,1900,"Jim Kerwin","Western Illinois",7,30,8,22,0.2667,0,0,0,0
2000-2001,"W Illinois",1442,2000-01,2000,2001,"Jim Kerwin","Western Illinois",8,28,5,23,0.1786,0,0,0,0
2001-2002,"W Illinois",1442,2001-02,2001,2002,"Jim Kerwin","Western Illinois",9,28,12,16,0.4286,0,0,0,0
2002-2003,"W Illinois",1442,2002-03,2002,2003,"Jim Kerwin","Western Illinois",10,28,7,21,0.2500,0,0,0,0
2008-2009,"W Illinois",1442,2008-09,2008,2009,"Jim Molinari","Western Illinois",19,29,9,20,0.3103,2,0,0,0
2009-2010,"W Illinois",1442,2009-10,2009,2010,"Jim Molinari","Western Illinois",20,30,13,17,0.4333,2,0,0,0
2010-2011,"W Illinois",1442,2010-11,2010,2011,"Jim Molinari","Western Illinois",21,30,7,23,0.2333,2,0,0,0
2011-2012,"W Illinois",1442,2011-12,2011,2012,"Jim Molinari","Western Illinois",22,33,18,15,0.5455,2,0,0,0
2012-2013,"W Illinois",1442,2012-13,2012,2013,"Jim Molinari","Western Illinois",23,31,22,9,0.7097,2,0,1,0
2013-2014,"W Illinois",1442,2013-14,2013,2014,"Jim Molinari","Western Illinois",24,30,10,20,0.3333,2,0,0,0
2010-2011,"Wake Forest",1448,2010-11,2010,2011,"Jeff Bzdelik","Wake Forest",24,32,8,24,0.2500,1,0,0,0
2011-2012,"Wake Forest",1448,2011-12,2011,2012,"Jeff Bzdelik","Wake Forest",25,31,13,18,0.4194,1,0,0,0
2012-2013,"Wake Forest",1448,2012-13,2012,2013,"Jeff Bzdelik","Wake Forest",26,31,13,18,0.4194,1,0,0,0
2013-2014,"Wake Forest",1448,2013-14,2013,2014,"Jeff Bzdelik","Wake Forest",27,33,17,16,0.5152,1,0,0,0
1999-1900,"Weber St",1451,1999-00,1999,1900,"Joe Cravens","Weber State",10,28,18,10,0.6429,0,0,0,0
2000-2001,"Weber St",1451,2000-01,2000,2001,"Joe Cravens","Weber State",11,29,15,14,0.5172,0,0,0,0
2001-2002,"Weber St",1451,2001-02,2001,2002,"Joe Cravens","Weber State",12,29,18,11,0.6207,0,0,0,0
2002-2003,"Weber St",1451,2002-03,2002,2003,"Joe Cravens","Weber State",13,32,26,6,0.8125,0,1,1,1
2003-2004,"Weber St",1451,2003-04,2003,2004,"Joe Cravens","Weber State",14,29,15,14,0.5172,1,0,0,0
2004-2005,"Weber St",1451,2004-05,2004,2005,"Joe Cravens","Weber State",15,30,14,16,0.4667,1,0,0,0
2005-2006,"Weber St",1451,2005-06,2005,2006,"Joe Cravens","Weber State",16,27,10,17,0.3704,1,0,0,0
1974-1975,"West Virginia",1452,1974-75,1974,1975,"Joedy Gardner","West Virginia",0,27,14,13,0.5185,0,0,0,0
1975-1976,"West Virginia",1452,1975-76,1975,1976,"Joedy Gardner","West Virginia",1,28,15,13,0.5357,0,0,0,0
1976-1977,"West Virginia",1452,1976-77,1976,1977,"Joedy Gardner","West Virginia",2,29,18,11,0.6207,0,0,1,0
1977-1978,"West Virginia",1452,1977-78,1977,1978,"Joedy Gardner","West Virginia",3,28,12,16,0.4286,0,0,0,0
2002-2003,"West Virginia",1452,2002-03,2002,2003,"John Beilein","West Virginia",10,29,14,15,0.4828,2,0,0,0
2003-2004,"West Virginia",1452,2003-04,2003,2004,"John Beilein","West Virginia",11,31,17,14,0.5484,2,0,0,0
2004-2005,"West Virginia",1452,2004-05,2004,2005,"John Beilein","West Virginia",12,35,24,11,0.6857,2,1,0,0
2005-2006,"West Virginia",1452,2005-06,2005,2006,"John Beilein","West Virginia",13,33,22,11,0.6667,3,1,0,0
2006-2007,"West Virginia",1452,2006-07,2006,2007,"John Beilein","West Virginia",14,36,27,9,0.7500,4,0,0,0
1996-1997,"Wright St",1460,1996-97,1996,1997,"Jim Brown","Wright State",0,27,7,20,0.2593,0,0,0,0
1978-1979,Wyoming,1461,1978-79,1978,1979,"Jim Brandenburg",Wyoming,2,27,15,12,0.5556,0,0,0,0
1979-1980,Wyoming,1461,1979-80,1979,1980,"Jim Brandenburg",Wyoming,3,28,18,10,0.6429,0,0,0,0
